category,system,instruction,context,question,response
RAG,"Talako instruction herera user le gareko question ko Roman Nepali Language ma answer vana

","User le gareko question lai, context herera mildo answer deu
","Nepal ma Tharu, Magar, Tamang, Rai, Limbu, Sherpa jaise kai jati haru chhan. Yaha anek bhasha, sanskriti ra parampara ko mel chha.",Nepal ko jati haru ma kun prasiddha cha?,"Nepal ko jati haru ma Tharu, Magar, Tamang, Rai, Limbu, Sherpa jaise kai prasiddha jati haru chhan."
RAG,"Talako instruction herera user le gareko question ko Roman Nepali Language ma answer vana

","User le gareko question lai, context herera mildo answer deu
",Nepal ko sabai bhanda thulo park Bardiya National Park ho. Yo park dherai paryatan ra jangali jeev ko suraksha kendra ho.,Nepal ko sabai bhanda thulo park kahan cha?,Nepal ko sabai bhanda thulo park Bardiya National Park ho.
RAG,"Talako instruction herera user le gareko question ko Roman Nepali Language ma answer vana

","User le gareko question lai, context herera mildo answer deu
","Nepal ko lok geet prachin samay se dharmik, saanjha aur manav jivan ra samajik gatibidhi haru ko abhilasha ko pratinidhi ho. Lok geet le Nepal ko sanskritik virasat ko yathartha rakshan garincha.",Nepal ko lok geet ko prakar kasto ho?,"Nepal ko lok geet dharmik, saanjha, aur samajik gatibidhi haru ko pratinidhi ho."
RAG,"Talako instruction herera user le gareko question ko Roman Nepali Language ma answer vana

","User le gareko question lai, context herera mildo answer deu
","Nepal ko paryatan karyakram trekking, mountaineering, rafting ra wildlife safaris ho. Nepal ko paryatan ko main focus prakritik saundarya ra adhyatmik manasik santulan ho.",Nepal ko pramukh paryatan karyakram k ho?,"Nepal ko pramukh paryatan karyakram trekking, mountaineering, rafting ra wildlife safaris ho."
RAG,"Talako instruction herera user le gareko question ko Roman Nepali Language ma answer vana

","User le gareko question lai, context herera mildo answer deu
",Nepal ko sabai bhanda gahiro jharo Kali Gandaki River ma cha. Yo nadi ko jharo ek aakarshak drishya ho.,Nepal ko sabai bhanda gahiro jharo kahan cha?,Nepal ko sabai bhanda gahiro jharo Kali Gandaki River ma cha.
RAG,"Talako instruction herera user le gareko question ko Roman Nepali Language ma answer vana

","User le gareko question lai, context herera mildo answer deu
","Nepal ko samajik aur aarthik sudhar anek government, NGOs ra private sector dwara garincha. Karyakram haru mool roop ma krishi, shiksha, ra swasthya kshetra ma garincha.",Nepal ko samajik aur aarthik sudhar kasto cha?,"Nepal ko samajik aur aarthik sudhar krishi, shiksha, ra swasthya kshetra ma garincha."
RAG,"Talako instruction herera user le gareko question ko Roman Nepali Language ma answer vana

","User le gareko question lai, context herera mildo answer deu
","Nepal ko Pashupatinath Mandir, Pokhara, ra Sagarmatha parbat sabai bhanda dherai paryatan karne sthal haru ho. Yaha anek international yatri haru jancha.",Nepal ma kono sabai bhanda dherai paryatan karne sthal ho?,"Nepal ma sabai bhanda dherai paryatan karne sthal Pashupatinath Mandir, Pokhara, ra Sagarmatha parbat ho."
RAG,"Talako instruction herera user le gareko question ko Roman Nepali Language ma answer vana

","User le gareko question lai, context herera mildo answer deu
","Nepal ko pramukh aarthik sector krishi, remittance, ra paryatan ho. Krishi desh ko mool kshetra ho, ra remittance Nepal ko ekonomic growth ko ek pramukh srot ho.",Nepal ko pramukh aarthik sector k ho?,"Nepal ko pramukh aarthik sector krishi, remittance, ra paryatan ho."
RAG,"Talako instruction herera user le gareko question ko Roman Nepali Language ma answer vana

","User le gareko question lai, context herera mildo answer deu
",Nepal ma sabai bhanda kam jansankhya wala jilla Manang ho. Yo jilla himalayan kshetra ma sthit chha ra yahaan ko jansankhya atyanta kam chha.,Nepal ma sabai bhanda kam jansankhya wala jilla kun ho?,Nepal ma sabai bhanda kam jansankhya wala jilla Manang ho.
RAG,"Talako instruction herera user le gareko question ko Roman Nepali Language ma answer vana

","User le gareko question lai, context herera mildo answer deu
","Nepal ma lok sanskriti ko karyakram jati, dharmik ra sanskritik gosti haru ko ekata ra bhed bhav ko anusar garincha. Yo sabai parampara, geet, ra nritya ko milan ho.",Nepal ma lok sanskriti ka karyakram kasto cha?,"Nepal ma lok sanskriti ka karyakram jati, dharmik ra sanskritik gosti haru ko ekata ho."
RAG,"Talako instruction herera user le gareko question ko Roman Nepali Language ma answer vana

","User le gareko question lai, context herera mildo answer deu
","Nepal ko chhavi ek anek jati ra dharmik samudaay ko ekata ra sanskritik virasat ko chhavi ho. Yaha ko paryatan, aarthik, ra samajik karyakram ko ek milan ho.",Nepal ko chhavi kasto cha?,Nepal ko chhavi ek anek jati ra dharmik samudaay ko ekata ho.
RAG,"Talako instruction herera user le gareko question ko Roman Nepali Language ma answer vana

","User le gareko question lai, context herera mildo answer deu
",Nepal ko sabai bhanda purano mandir Muktinath ho. Muktinath ek prachin Hindu aur Buddhist tirtha sthal ho.,Nepal ko sabai bhanda purano mandir kun ho?,Nepal ko sabai bhanda purano mandir Muktinath ho.
RAG,"Talako instruction herera user le gareko question ko Roman Nepali Language ma answer vana

","User le gareko question lai, context herera mildo answer deu
","Nepal ko sabai bhanda thulo raajya ko parichay Karnali Pradesh ho. Yo pradesh sabai bhanda thulo kshetra rakhchha, ra yahaan Himalaya ra jungali jeevan ko anubhav garincha.",Nepal ko sabai bhanda thulo raajya ko parichay k ho?,Nepal ko sabai bhanda thulo raajya Karnali Pradesh ho.
RAG,"Talako instruction herera user le gareko question ko Roman Nepali Language ma answer vana

","User le gareko question lai, context herera mildo answer deu
","Nepal ma sabai bhanda thulo jheel Rara Jheel ho, jo Mugu jilla ma sthit cha. Yo jheel 10.8 km2 ma bistharit cha ra prakritik saundarya ko ek udaharan ho.",Nepal ma sabai bhanda thulo jheel kun ho?,Nepal ma sabai bhanda thulo jheel Rara Jheel ho.
RAG,"Talako instruction herera user le gareko question ko Roman Nepali Language ma answer vana

","User le gareko question lai, context herera mildo answer deu
",Nepal ko pahilo mantrimandal 1959 ko 15 Shrawan ma baneko ho. Yo samay Nepal ko raja ra pradhanmantri ko sahyog ma thiyo.,Nepal ko pahilo mantrimandal kab bana?,Nepal ko pahilo mantrimandal 1959 ko 15 Shrawan ma baneko ho.
RAG,"Talako instruction herera user le gareko question ko Roman Nepali Language ma answer vana

","User le gareko question lai, context herera mildo answer deu
",Nepal ko pahilo samvidhan 1959 ko 15 Shrawan ma lagu garincha. Yo samvidhan Nepal ko rajnaitik riti ra vidhi ko mool adhar ho.,Nepal ko pahilo samvidhan kab lagu garincha?,Nepal ko pahilo samvidhan 1959 ko 15 Shrawan ma lagu garincha.
RAG,"Talako instruction herera user le gareko question ko Roman Nepali Language ma answer vana

","User le gareko question lai, context herera mildo answer deu
","Nepal ko sabai bhanda dherai chhote gaun Ramechhap jilla ko 'Chhepari' ho. Yo gaun 1,000 jansankhya wali ho.",Nepal ko sabai bhanda dherai chhote gaun kun ho?,Nepal ko sabai bhanda dherai chhote gaun Ramechhap ko 'Chhepari' ho.
RAG,"Talako instruction herera user le gareko question ko Roman Nepali Language ma answer vana

","User le gareko question lai, context herera mildo answer deu
","Nepal ko prasiddha shikhar Sagarmatha, jaslai Everest pani bhanincha, ho. Yo duniya ko sabai bhanda uncha shikhar ho.",Nepal ko prasiddha shikhar kun ho?,Nepal ko prasiddha shikhar Sagarmatha ho.
RAG,"Talako instruction herera user le gareko question ko Roman Nepali Language ma answer vana

","User le gareko question lai, context herera mildo answer deu
",Nepal ko sabai bhanda ramro dunga Rara Jheel ho. Yo dunga Mugu jilla ma sthit cha ra prakritik saundarya ko udaharan ho.,Nepal ko sabai bhanda ramro dunga kun ho?,Nepal ko sabai bhanda ramro dunga Rara Jheel ho.
RAG,"Talako instruction herera user le gareko question ko Roman Nepali Language ma answer vana

","User le gareko question lai, context herera mildo answer deu
","Nepal ko aarthik vikas ko mukhya kshetra krishi, paryatan, ra remittance ho. Krishi Nepal ko pramukh aarthik kshetra ho.",Nepal ko aarthik vikas ko mukhya kshetra k ho?,"Nepal ko aarthik vikas ko mukhya kshetra krishi, paryatan, ra remittance ho."
RAG,"Talako instruction herera user le gareko question ko Roman Nepali Language ma answer vana

","User le gareko question lai, context herera mildo answer deu
",Nepal ma safai ko karyakram sabai nagar ra gramin kshetra haru ma chalanma cha. Kathmandu ra Pokhara jasta shaharko safai ko karyakram ma ek dhyan dincha.,Nepal ma safai ko karyakram kasto cha?,Nepal ma safai ko karyakram sabai nagar ra gramin kshetra haru ma chalanma cha.
RAG,"Talako instruction herera user le gareko question ko Roman Nepali Language ma answer vana

","User le gareko question lai, context herera mildo answer deu
",Nepal ko manavi adhikar ko sthal Nepal Human Rights Commission ho. Yo sangathan manavi adhikaro ko rakshan ra sudhar ko lagi kaam gariracha.,Nepal ko manavi adhikar ko sthal k ho?,Nepal ko manavi adhikar ko sthal Nepal Human Rights Commission ho.
RAG,"Talako instruction herera user le gareko question ko Roman Nepali Language ma answer vana

","User le gareko question lai, context herera mildo answer deu
","Nepal ko pramukh yatra sthal haru Pokhara, Kathmandu, Lumbini, ra Sagarmatha ho. Yaha trekking, mountaineering, ra dharmik yatra garne ko kendra cha.",Nepal ko pramukh yatra sthal ko parichay?,"Nepal ko pramukh yatra sthal haru Pokhara, Kathmandu, Lumbini, ra Sagarmatha ho."
RAG,"Talako instruction herera user le gareko question ko Roman Nepali Language ma answer vana

","User le gareko question lai, context herera mildo answer deu
",Nepal ko prasiddha ghanta ghar Kathmandu ma sthit Ason ghanta ghar ho. Yo ghanta ghar Kathmandu ko sabai bhanda purano ghanta ghar ho.,Nepal ko prasiddha ghanta ghar k ho?,Nepal ko prasiddha ghanta ghar Ason ghanta ghar ho.
RAG,"Talako instruction herera user le gareko question ko Roman Nepali Language ma answer vana

","User le gareko question lai, context herera mildo answer deu
","Nepal ko sabai bhanda thulo rajdhani Kathmandu ho. Yo rastriya ra aarthik kendra ho, jaha sabai rajnaitik, aarthik, ra samajik gatividhi haru garincha.",Nepal ko sabai bhanda thulo rajdhani kaha ho?,Nepal ko sabai bhanda thulo rajdhani Kathmandu ho.
RAG,"Talako instruction herera user le gareko question ko Roman Nepali Language ma answer vana

","User le gareko question lai, context herera mildo answer deu
",Nepal ko sabai bhanda badhi laye jansankhya wala nagar Kathmandu ho. Yaha ko jansankhya 1.5 million bhanda badhi ho.,Nepal ko sabai bhanda badhi laye jansankhya wala nagar kun ho?,Nepal ko sabai bhanda badhi laye jansankhya wala nagar Kathmandu ho.
RAG,"Talako instruction herera user le gareko question ko Roman Nepali Language ma answer vana

","User le gareko question lai, context herera mildo answer deu
","Nepal ko chhimeki desh Bharat ra Chin ho. Yo desh Nepal ko purba, pashchim, ra uttari sima ma sthit chhan.",Nepal ma chhimeki desh kahan chhan?,Nepal ma chhimeki desh Bharat ra Chin ho.
RAG,"Talako instruction herera user le gareko question ko Roman Nepali Language ma answer vana

","User le gareko question lai, context herera mildo answer deu
",Nepal ko prasiddha janga ko parichay 'Bhote Jangali' ho. Yo jangali Nepal ko western hisse ma chha ra ek pramukh paryatan sthal ho.,Nepal ko prasiddha janga ko parichay?,Nepal ko prasiddha janga ko parichay Bhote Jangali ho.
RAG,"Talako instruction herera user le gareko question ko Roman Nepali Language ma answer vana

","User le gareko question lai, context herera mildo answer deu
",Nepal ko pramukh prasiddha yogi ko nam 'Mahatma Buddha' ho. Buddha ko teachings Nepal ra duniya bhar ma lokpriya chhan.,Nepal ko pramukh prasiddha yogi ko nam k ho?,Nepal ko pramukh prasiddha yogi ko nam Mahatma Buddha ho.
RAG,"Talako instruction herera user le gareko question ko Roman Nepali Language ma answer vana

","User le gareko question lai, context herera mildo answer deu
",Nepal ko sabai bhanda thulo mandir Pashupatinath Mandir ho. Yo Kathmandu ma sthit cha ra Hindu dharm ka anuyayi haru ko pramukh tirtha sthal ho.,Nepal ko sabai bhanda thulo mandir kahan cha?,Nepal ko sabai bhanda thulo mandir Pashupatinath Mandir ho.
RAG,"Talako instruction herera user le gareko question ko Roman Nepali Language ma answer vana

","User le gareko question lai, context herera mildo answer deu
",Nepal ko prasiddha sanskritik mela 'Indra Jatra' ho. Yo mela Kathmandu ma har saal manincha.,Nepal ko prasiddha sanskritik melako nam k ho?,Nepal ko prasiddha sanskritik melako nam Indra Jatra ho.
RAG,"Talako instruction herera user le gareko question ko Roman Nepali Language ma answer vana

","User le gareko question lai, context herera mildo answer deu
","Nepal ko sabai bhanda dherai paryatan karne region Kathmandu ra Pokhara ho. Kathmandu le rajnaitik, dharmik, ra paryatanik karyakram ko ek kendra ho.",Nepal ko sabai bhanda dherai paryatan karne region k ho?,Nepal ko sabai bhanda dherai paryatan karne region Kathmandu ra Pokhara ho.
RAG,"Talako instruction herera user le gareko question ko Roman Nepali Language ma answer vana

","User le gareko question lai, context herera mildo answer deu
",Nepal ko prasiddha grah 'Mangal Grah' ho. Yo prithvi ko sabai bhanda lamba grah ho.,Nepal ko prasiddha grah k ho?,Nepal ko prasiddha grah Mangal Grah ho.
RAG,"Talako instruction herera user le gareko question ko Roman Nepali Language ma answer vana

","User le gareko question lai, context herera mildo answer deu
","Nepal ma Pokhara, Kathmandu, Lumbini ra Sagarmatha jilla haru sabai bhanda dherai yatra karyakram haru garincha. Pokhara ko manmohak drishya dherai lokpriya cha.",Nepal ma kun jilla dherai yatra karyakram haru garincha?,"Nepal ma Pokhara, Kathmandu, Lumbini ra Sagarmatha jilla haru sabai bhanda dherai yatra karyakram haru garincha."
RAG,"Talako instruction herera user le gareko question ko Roman Nepali Language ma answer vana

","User le gareko question lai, context herera mildo answer deu
","Nepal ko sabai bhanda purano prathak Bhaktapur ho. Bhaktapur ko purano shahar, mandir, ra sanskritik dhara ko anuyayi cha.",Nepal ko sabai bhanda purano prathak kahan cha?,Nepal ko sabai bhanda purano prathak Bhaktapur ho.
RAG,"Talako instruction herera user le gareko question ko Roman Nepali Language ma answer vana

","User le gareko question lai, context herera mildo answer deu
",Nepal ko manav sanskriti Lumbini ho. Yo Gautam Buddha ko janmasthal ho.,Nepal ma kun paryatan sthal ko manav sanskriti ekant rupma chha?,Nepal ma kun paryatan sthal ko manav sanskriti Lumbini ho.
RAG,"Talako instruction herera user le gareko question ko Roman Nepali Language ma answer vana

","User le gareko question lai, context herera mildo answer deu
","Nepal ko badi samasya gareeb, sanskritik samasya, ra anek prakar ko samudaayik samasya haru ho.",Nepal ko badi samasya kun ho?,Nepal ko badi samasya gareeb ra sanskritik samasya haru ho.
RAG,"Talako instruction herera user le gareko question ko Roman Nepali Language ma answer vana

","User le gareko question lai, context herera mildo answer deu
","Nepal ko tarai kshetra, badi jati badhi raheko cha. Yo kshetra Nepal ko artha, jansankhya aur loksanskar haru ko ek madhyastan ho.",Nepal ma kun kshetra ma sabai bhanda jati badhi raheko cha?,"Nepal ma tarai kshetra, sabai bhanda jati badhi raheko cha."
RAG,"Talako instruction herera user le gareko question ko Roman Nepali Language ma answer vana

","User le gareko question lai, context herera mildo answer deu
","Nepal ma manavi hakko samrakshan garne kaam Nepal Human Rights Commission le garne ho. Yo sangathan manavi hakko rakhsha, sudhar, ra aawaz dinchha.",Nepal ma manavi hakko samrakshan garne kaam kasle garne?,Nepal ma manavi hakko samrakshan garne kaam Nepal Human Rights Commission le garne ho.
RAG,"Talako instruction herera user le gareko question ko Roman Nepali Language ma answer vana

","User le gareko question lai, context herera mildo answer deu
",Nepal ko aarthik growth rate 2024 ma lagbhag 5% ko aspaas cha. Paryatan ra remittance ko karyakram le yaha ko aarthik gati ko bistar gareko cha.,Nepal ko aarthik growth rate kasto cha?,Nepal ko aarthik growth rate 2024 ma lagbhag 5% ko aspaas cha.
RAG,"Talako instruction herera user le gareko question ko Roman Nepali Language ma answer vana

","User le gareko question lai, context herera mildo answer deu
","Nepal ko rasmik bhasha Nepali ho. Tara, Nepal ma 120 jati bhasha haru bolaincha, jasma Maithili, Bhojpuri, Tharu, ra Tamang samet chhan.",Nepal ko bhasha ko sthiti kasto cha?,Nepal ko rasmik bhasha Nepali ho.
RAG,"Talako instruction herera user le gareko question ko Roman Nepali Language ma answer vana

","User le gareko question lai, context herera mildo answer deu
","Nepal ma sabai bhanda uncha sthal Sagarmatha ho, jaslai Everest pani bhanincha. Yo 8,848 meters uncha cha ra duniya ko sabai bhanda uncha shikhar ho.",Nepal ma sabai bhanda uncha sthal kahan cha?,Nepal ma sabai bhanda uncha sthal Sagarmatha ho.
RAG,"Talako instruction herera user le gareko question ko Roman Nepali Language ma answer vana

","User le gareko question lai, context herera mildo answer deu
","Nepal ko aarthik sudhar ko lagi krishi, paryatan, ra udyog ko kshetra ma lagatar kaam garincha. Nepali sarkar le yo kshetra ma naya yojana haru banauchha.",Nepal ko aarthik sudhar ko lagi ke kaam haru garincha?,"Nepal ko aarthik sudhar ko lagi krishi, paryatan, ra udyog ko kshetra ma kaam garincha."
RAG,"Talako instruction herera user le gareko question ko Roman Nepali Language ma answer vana

","User le gareko question lai, context herera mildo answer deu
","Nepal ko pramukh dharmik sthal Lumbini ho, jaha Gautam Buddha ko janma bhayo. Lumbini, Buddha ko janmasthal ko roop ma prasiddha cha.",Nepal ko pramukh dharmik sthal kahan cha?,Nepal ko pramukh dharmik sthal Lumbini ho.
RAG,"Talako instruction herera user le gareko question ko Roman Nepali Language ma answer vana

","User le gareko question lai, context herera mildo answer deu
",Nepal ma sabai bhanda badhi gharmi Tarai kshetra ma cha. Yo kshetra ko taapman 40Â°C samma jancha.,Nepal ma kahan sabai bhanda badhi gharmi cha?,Nepal ma sabai bhanda badhi gharmi Tarai kshetra ma cha.
RAG,"Talako instruction herera user le gareko question ko Roman Nepali Language ma answer vana

","User le gareko question lai, context herera mildo answer deu
",Nepal ko sabai bhanda thulo janjati Brahmin ho. Brahmin janjati Nepal ko samajik ra aarthik kendra ho.,Nepal ko sabai bhanda thulo janjati k ho?,Nepal ko sabai bhanda thulo janjati Brahmin ho.
RAG,"Talako instruction herera user le gareko question ko Roman Nepali Language ma answer vana

","User le gareko question lai, context herera mildo answer deu
",Nepal ko chhimeki desh Bharat ma Hindi ra Angrezi pramukh bhasha haru ho. Chin ma Mandarin bhasha bolincha.,Nepal ma chhimeki desh ko bhasha ko parichay?,Nepal ko chhimeki desh Bharat ma Hindi ra Angrezi bhasha haru ho. Chin ma Mandarin bhasha bolincha.
RAG,"Talako instruction herera user le gareko question ko Roman Nepali Language ma answer vana

","User le gareko question lai, context herera mildo answer deu
","Nepal ko prasiddha khadya Dal Bhat ho. Yo ek parampaarik Nepali khana ho, jaha daal, bhat, ra tarkari parcha.",Nepal ko prasiddha khadya k ho?,Nepal ko prasiddha khadya Dal Bhat ho.
RAG,"Talako instruction herera user le gareko question ko Roman Nepali Language ma answer vana

","User le gareko question lai, context herera mildo answer deu
",Nepal ma sabai bhanda dherai tourism industry ko yogdan Pokhara ra Kathmandu le garincha. Pokhara ko paryatan sthal haru dherai lokpriya chhan.,Nepal ma sabai bhanda dherai tourism industry ko yogdan kahaan cha?,Nepal ma sabai bhanda dherai tourism industry ko yogdan Pokhara ra Kathmandu le garincha.
RAG,"Talako instruction herera user le gareko question ko Roman Nepali Language ma answer vana

","User le gareko question lai, context herera mildo answer deu
",Nepal ko educational system basic education dekhi tertiary level samma bistharit cha. Yo sarkari ra private school haru ko sahyog ma chalanma cha.,Nepal ma educational system kasto cha?,Nepal ko educational system basic education dekhi tertiary level samma bistharit cha.
RAG,"Talako instruction herera user le gareko question ko Roman Nepali Language ma answer vana

","User le gareko question lai, context herera mildo answer deu
","Nepal ko sabai bhanda dherai matra water resource Koshi, Gandaki, ra Karnali nadi haru ma cha. Yo desh ko paani ko bhandar ho.",Nepal ko sabai bhanda dherai matra water resource kahan cha?,"Nepal ko sabai bhanda dherai matra water resource Koshi, Gandaki, ra Karnali nadi haru ma cha."
RAG,"Talako instruction herera user le gareko question ko Roman Nepali Language ma answer vana

","User le gareko question lai, context herera mildo answer deu
","Nepal ko environment ko sthiti majboot cha, tara yo paryavaran ko sanrakshan ko lagi anek challenges raheko cha. Jangalat ra paryatan ko sthiti badheko cha.",Nepal ko environment ko sthiti kasto cha?,Nepal ko environment ko sthiti majboot cha.
RAG,"Talako instruction herera user le gareko question ko Roman Nepali Language ma answer vana

","User le gareko question lai, context herera mildo answer deu
",Nepal ko sabai bhanda ramro hospital Shree Harsha Hospital ho. Yo Kathmandu ma sthit cha ra sabai prakarko chikitsa sevaharu pradan garincha.,Nepal ko sabai bhanda ramro hospital kahan cha?,Nepal ko sabai bhanda ramro hospital Shree Harsha Hospital ho.
RAG,"Talako instruction herera user le gareko question ko Roman Nepali Language ma answer vana

","User le gareko question lai, context herera mildo answer deu
",Nepal ko rastriya phool rhododendron ho. Yo phool Nepal ko himalayan shetra ma prasiddha cha.,Nepal ko rastriya phool k ho?,Nepal ko rastriya phool rhododendron ho.
RAG,"Talako instruction herera user le gareko question ko Roman Nepali Language ma answer vana

","User le gareko question lai, context herera mildo answer deu
","Nepal ko samajik sanstha haru manavi hakko samrakshan ra samudaayik kalyan ko lagi kaam garincha. Nepali NGO haru chha, jo samajik sudhar garne kaam garchhan.",Nepal ko samajik sanstha ko parichay?,Nepal ko samajik sanstha haru manavi hakko samrakshan ra samudaayik kalyan ko lagi kaam garincha.
RAG,"Talako instruction herera user le gareko question ko Roman Nepali Language ma answer vana

","User le gareko question lai, context herera mildo answer deu
","Nepal ko prasiddha shikhar Sagarmatha ho. Yo Himalaya ma sthit cha, ra duniya ko sabai bhanda uncha shikhar ho.",Nepal ko prasiddha shikhar kahan cha?,Nepal ko prasiddha shikhar Sagarmatha ho.
RAG,"Talako instruction herera user le gareko question ko Roman Nepali Language ma answer vana

","User le gareko question lai, context herera mildo answer deu
","Nepal ko badhi lokpriya festival Dashain ho. Yo Hindu dharmik tyohar ho, jun Nepal ma sabai bhanda dherai manai cha.",Nepal ko badhi lokpriya festival k ho?,Nepal ko badhi lokpriya festival Dashain ho.
RAG,"Talako instruction herera user le gareko question ko Roman Nepali Language ma answer vana

","User le gareko question lai, context herera mildo answer deu
",Nepal ko raja haru ko pramukh daan ra samarpan rajya ko suraksha ra sanskritik dharohar ko rakhshan ho.,Nepal ko raja haru ko pramukh daan k ho?,Nepal ko raja haru ko pramukh daan rajya ko suraksha ra sanskritik dharohar ko rakhshan ho.
RAG,"Talako instruction herera user le gareko question ko Roman Nepali Language ma answer vana

","User le gareko question lai, context herera mildo answer deu
","Nepal ko sabai bhanda thulo dharmik yatra Lumbini ho, jaha Gautam Buddha ko janmasthal cha. Lumbini ko yatra dharmik aur sanskritik drishtikona le prasiddha cha.",Nepal ko sabai bhanda thulo dharmik yatra kahan cha?,Nepal ko sabai bhanda thulo dharmik yatra Lumbini ho.
RAG,"Talako instruction herera user le gareko question ko Roman Nepali Language ma answer vana

","User le gareko question lai, context herera mildo answer deu
","Nepal ko sabai bhanda dherai bideshi yatra karne log Kathmandu ra Pokhara ma baithcha. Kathmandu ko rajnaitik, sanskritik, ra paryatanik sthal haru lokpriya chhan.",Nepal ko sabai bhanda dherai bideshi yatra karne log kahaan baithcha?,Nepal ko sabai bhanda dherai bideshi yatra karne log Kathmandu ra Pokhara ma baithcha.
RAG,"Talako instruction herera user le gareko question ko Roman Nepali Language ma answer vana

","User le gareko question lai, context herera mildo answer deu
","Nepal ko prasiddha mantrana Nepal ko pradhanmantri ho, jo Nepal ko rajnaitik, aarthik, ra samajik karyakram haru ko netritwa garne cha.",Nepal ko prasiddha mantrana kaun ho?,Nepal ko prasiddha mantrana Nepal ko pradhanmantri ho.
RAG,"Talako instruction herera user le gareko question ko Roman Nepali Language ma answer vana

","User le gareko question lai, context herera mildo answer deu
","Nepal ko rastriya gungun 'Sayaun Thunga Phulka' ho. Yo gungun ma Nepal ko dharmik, sanskritik ra rajnaitik moolya ko pradarshan garincha.",Nepal ko rastriya gungun k ho?,Nepal ko rastriya gungun Sayaun Thunga Phulka ho.
RAG,"Talako instruction herera user le gareko question ko Roman Nepali Language ma answer vana

","User le gareko question lai, context herera mildo answer deu
",Nepal ko sabai bhanda dherai prakritik saundarya Sagarmatha (Mount Everest) ra Rara jheel ma cha. Yo prakritik dharohar le Nepal ko paryatan ko mahatva barhauncha.,Nepal ko sabai bhanda dherai prakritik saundarya kahan cha?,Nepal ko sabai bhanda dherai prakritik saundarya Sagarmatha ra Rara jheel ma cha.
RAG,"Talako instruction herera user le gareko question ko Roman Nepali Language ma answer vana

","User le gareko question lai, context herera mildo answer deu
","Nepal ma sabai bhanda jyada chhoto samudayik tyohar Tihar ho. Tihar, jo Deepawali ko rupma prasiddha cha, Nepal ma dherai manai cha.",Nepal ma sabai bhanda jyada chhoto samudayik tyohar kun ho?,Nepal ma sabai bhanda jyada chhoto samudayik tyohar Tihar ho.
RAG,"Talako instruction herera user le gareko question ko Roman Nepali Language ma answer vana

","User le gareko question lai, context herera mildo answer deu
","Nepal ma paryatan ko mahatva dherai cha, jaha har saal anek manchhe paryatan garna aauchhan. Nepal ko himalayan rangen, manmohak jhadi haru, ra dharmik sthal haru ko lokpriyata dherai cha.",Nepal ma paryatan ko mahatva kasto cha?,Nepal ma paryatan ko mahatva dherai cha.
RAG,"Talako instruction herera user le gareko question ko Roman Nepali Language ma answer vana

","User le gareko question lai, context herera mildo answer deu
",Nepal ko sabai bhanda thulo anaj ko utpadan Tarai kshetra ma garincha. Yo kshetra Nepal ko krishi ko mukhya kendra ho.,Nepal ko sabai bhanda thulo anaj ko utpadan kahan garincha?,Nepal ko sabai bhanda thulo anaj ko utpadan Tarai kshetra ma garincha.
RAG,"Talako instruction herera user le gareko question ko Roman Nepali Language ma answer vana

","User le gareko question lai, context herera mildo answer deu
","Nepal ko sabai bhanda purano itihas Lumbini ma cha, jaha Gautam Buddha ko janmasthal cha. Lumbini ko itihas ra dharmik mahatva Nepal ko pramukh rajnaitik ra sanskritik dharohar ho.",Nepal ko sabai bhanda purano itihas kahan cha?,Nepal ko sabai bhanda purano itihas Lumbini ma cha.
RAG,"Talako instruction herera user le gareko question ko Roman Nepali Language ma answer vana

","User le gareko question lai, context herera mildo answer deu
","Nepal ko manav sanskriti atyanta samruddh ra vividha cha. Yaha anek jaati, bhasha, ra dharmik samudaay haru chhan, ra uniharu ko samudaayik gatividhi ko anusar sanskritik aakriti thapcha.",Nepal ko manav sanskriti kasto cha?,Nepal ko manav sanskriti atyanta samruddh ra vividha cha.
RAG,"Talako instruction herera user le gareko question ko Roman Nepali Language ma answer vana

","User le gareko question lai, context herera mildo answer deu
","Nepal ko sabai bhanda dherai sadak ko cha Kathmandu-Pokhara sadak, jo pramukh paryatanik ra aarthik kendra haru ko beech sthit cha.",Nepal ko sabai bhanda dherai sadak ko cha?,Nepal ko sabai bhanda dherai sadak ko cha Kathmandu-Pokhara sadak.
RAG,"Talako instruction herera user le gareko question ko Roman Nepali Language ma answer vana

","User le gareko question lai, context herera mildo answer deu
","Nepal ko sabai bhanda thulo dam Upper Tamakoshi Hydroelectric Project ho. Yo dam, 456 MW ko capacity ka saath, Nepal ko purba kshetra ma sthit cha.",Nepal ko sabai bhanda thulo dam kahan cha?,Nepal ko sabai bhanda thulo dam Upper Tamakoshi Hydroelectric Project ho.
RAG,"Talako instruction herera user le gareko question ko Roman Nepali Language ma answer vana

","User le gareko question lai, context herera mildo answer deu
","Nepal ko bhari matra samundrik desh ho, kyo ki yo samundrako saath karyanwayan garne pradesh nahi cha. Nepal ko bhugolik sthiti chhimeki desh ko saath garbhi garna pauxa.",Nepal ko bhari matra samundrik desh kun ho?,Nepal ko bhari matra samundrik desh ho.
