category,context,question,response
RAG,"Product ID: 55667, Installation Guide: Available for download on the product page. Video Tutorial: Also available on YouTube. Competitor Comparison: Store H provides in-person installation support. Usage Tip: Follow the step-by-step guide for easy installation.",Yo product ko installation guide available cha? Product ID: 55667,"Hajur, product ID: 55667 ko installation guide product page bata download garna sakincha. YouTube ma video tutorial pani upalabdh cha. Store H le in-person installation support dincha. Easy installation ko lagi step-by-step guide follow garnu ramro huncha."
RAG,"Product ID: 12345, Name: Smartphone XYZ, Stock: Available (Last Restocked: 2023-10-01), Price: NPR 25,000. Competitor Price: NPR 26,500 at Store A. Popularity: Top 10 best-selling smartphones in Nepal. Usage Tip: Use with a screen protector for better durability. Warranty: 1 year. Delivery Time: 1-2 days in Kathmandu.",Yo product ko stock ma cha? Product ID: 12345,"Hajur, product ID: 12345 ahile stock ma cha. Tapailai yaslai aaja nai order garnu huncha?"
RAG,"Product ID: 67890, Name: Wireless Headphones, Price: NPR 5,000. Discount: 10% off with code SAVE10. Competitor Price: NPR 5,500 at Store B. Popularity: Over 1,000 units sold last month. Usage Tip: Use noise-cancellation mode for better audio quality. Warranty: 6 months. Delivery Time: 2-3 days in Kathmandu.",Yo product ko price kati ho? Product ID: 67890,"Product ID: 67890 ko price NPR 5,000 ho. Ahile 10% discount pani cha, code SAVE10 use garnuhos."
RAG,"Product ID: 11223, Specifications: 5.5-inch display, 64GB storage, 8GB RAM, 48MP camera. Battery: 5000mAh, Fast Charging: Yes. Competitor Comparison: Similar to Product ABC but with better battery life. Usage Tip: Use dark mode to save battery. Warranty: 1 year. Delivery Time: 1-2 days in Kathmandu.",Yo product ko specifications k k cha? Product ID: 11223,"Product ID: 11223 ko specifications yas prakar cha: 5.5-inch display, 64GB storage, 8GB RAM, 48MP camera. Yo sanga 5000mAh battery ra fast charging feature pani cha."
RAG,"Product ID: 33445, Warranty: 1 year manufacturer warranty. Extended Warranty: Available for NPR 1,000. Competitor Warranty: 6 months at Store C. Usage Tip: Register warranty online for faster claims. Delivery Time: 2-3 days in Kathmandu.",Yo product ko warranty kati din ko cha? Product ID: 33445,"Hajur, product ID: 33445 ko warranty 1 year ko cha. Extended warranty NPR 1,000 tirera garna sakincha."
RAG,"Product ID: 55667, Reviews: 4.5/5 stars (Based on 1,200 reviews). Positive Feedback: Great quality, long-lasting. Negative Feedback: Slightly expensive. Competitor Comparison: Better than Product XYZ in terms of durability. Usage Tip: Clean regularly for better performance. Warranty: 1 year. Delivery Time: 1-2 days in Kathmandu.",Yo product ko review k k cha? Product ID: 55667,"Product ID: 55667 ko review 4.5/5 stars cha (1,200 reviews anusar). Dherai le ramro quality ra durability ko barema ramro bhaneko cha."
RAG,"Product ID: 77889, Color Options: Black, White, Blue. Popularity: Black is the most sold color. Competitor Comparison: Store D offers only Black and White. Usage Tip: Use a protective case to maintain color quality. Warranty: 1 year. Delivery Time: 1-2 days in Kathmandu.",Yo product ko color options k k cha? Product ID: 77889,"Product ID: 77889 ko color options Black, White, ra Blue cha. Black sabai bhanda badi bikri hune color ho."
RAG,"Product ID: 99001, Size Options: Small, Medium, Large. Popularity: Medium is the most preferred size. Competitor Comparison: Store E offers only Small and Large. Usage Tip: Measure before purchasing for the best fit. Warranty: 1 year. Delivery Time: 1-2 days in Kathmandu.",Yo product ko size options k k cha? Product ID: 99001,"Product ID: 99001 ko size options Small, Medium, ra Large cha. Medium sabai bhanda badi prefer gariyeko size ho."
RAG,"Product ID: 11223, Delivery Time: Kathmandu Valley - 1-2 days, Outside Kathmandu - 3-5 days. Competitor Comparison: Store F offers same-day delivery in Kathmandu. Usage Tip: Track your order for real-time updates. Warranty: 1 year.",Yo product ko delivery time kati ho? Product ID: 11223,"Product ID: 11223 ko delivery time Kathmandu bhitra 1-2 din, baira 3-5 din lagcha."
RAG,"Product ID: 33445, Discount: 10% off with code SAVE10. Competitor Comparison: Store G offers 15% off but with limited stock. Usage Tip: Use discount codes during checkout for savings. Warranty: 1 year. Delivery Time: 1-2 days in Kathmandu.",Yo product ko discount cha ki nai? Product ID: 33445,"Hajur, product ID: 33445 ma 10% discount cha. Code: SAVE10 use garnuhos."
RAG,"Product ID: 55667, Installation Guide: Available for download on the product page. Video Tutorial: Also available on YouTube. Competitor Comparison: Store H provides in-person installation support. Usage Tip: Follow the step-by-step guide for easy installation. Warranty: 1 year. Delivery Time: 1-2 days in Kathmandu.",Yo product ko installation guide available cha? Product ID: 55667,"Hajur, product ID: 55667 ko installation guide product page bata download garna sakincha. YouTube ma video tutorial pani upalabdh cha."
RAG,"Product ID: 77889, Weight: 1.5 kg. Competitor Comparison: Similar products weigh around 1.7 kg. Usage Tip: Use a carrying case for portability. Warranty: 1 year. Delivery Time: 1-2 days in Kathmandu.",Yo product ko weight kati ho? Product ID: 77889,Product ID: 77889 ko weight 1.5 kg ho.
RAG,"Product ID: 99001, Dimensions: 15cm x 10cm x 5cm. Competitor Comparison: Similar products have dimensions of 16cm x 11cm x 6cm. Usage Tip: Check the dimensions before purchasing to ensure it fits your space. Warranty: 1 year. Delivery Time: 1-2 days in Kathmandu.",Yo product ko dimensions k k cha? Product ID: 99001,Product ID: 99001 ko dimensions 15cm x 10cm x 5cm cha.
RAG,"Product ID: 11223, Battery Life: 24 hours. Competitor Comparison: Similar products offer 20 hours of battery life. Usage Tip: Use power-saving mode to extend battery life. Warranty: 1 year. Delivery Time: 1-2 days in Kathmandu.",Yo product ko battery life kati ho? Product ID: 11223,Product ID: 11223 ko battery life 24 hours ho.
RAG,"Product ID: 33445, Charging Time: 2 hours. Competitor Comparison: Similar products take 2.5 hours to charge. Usage Tip: Use the provided charger for optimal charging speed. Warranty: 1 year. Delivery Time: 1-2 days in Kathmandu.",Yo product ko charging time kati ho? Product ID: 33445,Product ID: 33445 ko charging time 2 hours ho.
RAG,"Product ID: 55667, Material: Plastic and Metal. Competitor Comparison: Similar products use only plastic. Usage Tip: Clean with a soft cloth to avoid scratches. Warranty: 1 year. Delivery Time: 1-2 days in Kathmandu.",Yo product ko material k ho? Product ID: 55667,Product ID: 55667 plastic ra metal ko banaeko cha.
RAG,"Product ID: 77889, Water-Resistant: Yes, IP67 rating. Competitor Comparison: Similar products have an IP65 rating. Usage Tip: Avoid submerging in water for long periods. Warranty: 1 year. Delivery Time: 1-2 days in Kathmandu.",Yo product ko water-resistant ho? Product ID: 77889,"Hajur, product ID: 77889 water-resistant ho. IP67 rating cha."
RAG,"Product ID: 99001, Warranty Claim: Contact customer care with receipt and warranty card. Competitor Comparison: Store I offers online warranty claims. Usage Tip: Keep the receipt and warranty card safe. Warranty: 1 year. Delivery Time: 1-2 days in Kathmandu.",Yo product ko warranty claim garna sakchu? Product ID: 99001,"Hajur, product ID: 99001 ko warranty claim garna receipt ra warranty card sanga customer care ma samparka garnuhos."
RAG,"Product ID: 11223, Accessories: Charger, Earphones, User Manual. Competitor Comparison: Similar products include a carrying case. Usage Tip: Use the provided accessories for optimal performance. Warranty: 1 year. Delivery Time: 1-2 days in Kathmandu.",Yo product ko accessories k k cha? Product ID: 11223,"Product ID: 11223 sanga charger, earphones, ra user manual auncha."
RAG,"Product ID: 33445, Compatible Devices: Android, iOS, Windows. Competitor Comparison: Similar products are compatible only with Android and iOS. Usage Tip: Check compatibility before purchasing. Warranty: 1 year. Delivery Time: 1-2 days in Kathmandu.",Yo product ko compatible devices k k ho? Product ID: 33445,"Product ID: 33445 Android, iOS, ra Windows devices sanga compatible cha."
RAG,"Product ID: 55667, Replacement Policy: 14 days replacement for defective products. Competitor Comparison: Store J offers 30 days replacement. Usage Tip: Test the product immediately after delivery. Warranty: 1 year. Delivery Time: 1-2 days in Kathmandu.",Yo product ko replacement policy k ho? Product ID: 55667,"Hajur, product ID: 55667 ko replacement policy anusar defective products lai 14 days bhitra replace garna sakincha."
RAG,"Product Name: Smartphone XYZ, Stock: Available (Last Restocked: 2023-10-01), Price: NPR 25,000. Competitor Price: NPR 26,500 at Store A. Popularity: Top 10 best-selling smartphones in Nepal. Usage Tip: Use with a screen protector for better durability. Warranty: 1 year. Delivery Time: 1-2 days in Kathmandu.",Smartphone XYZ ko stock ma cha?,"Hajur, Smartphone XYZ ahile stock ma cha. Tapailai yaslai aaja nai order garnu huncha?"
RAG,"Product Name: Wireless Headphones, Price: NPR 5,000. Discount: 10% off with code SAVE10. Competitor Price: NPR 5,500 at Store B. Popularity: Over 1,000 units sold last month. Usage Tip: Use noise-cancellation mode for better audio quality. Warranty: 6 months. Delivery Time: 2-3 days in Kathmandu.",Wireless Headphones ko price kati ho?,"Wireless Headphones ko price NPR 5,000 ho. Ahile 10% discount pani cha, code SAVE10 use garnuhos."
RAG,"Product Name: Smartphone ABC, Specifications: 5.5-inch display, 64GB storage, 8GB RAM, 48MP camera. Battery: 5000mAh, Fast Charging: Yes. Competitor Comparison: Similar to Smartphone XYZ but with better battery life. Usage Tip: Use dark mode to save battery. Warranty: 1 year. Delivery Time: 1-2 days in Kathmandu.",Smartphone ABC ko specifications k k cha?,"Smartphone ABC ko specifications yas prakar cha: 5.5-inch display, 64GB storage, 8GB RAM, 48MP camera. Yo sanga 5000mAh battery ra fast charging feature pani cha."
RAG,"Product Name: Laptop DEF, Warranty: 1 year manufacturer warranty. Extended Warranty: Available for NPR 1,000. Competitor Warranty: 6 months at Store C. Usage Tip: Register warranty online for faster claims. Delivery Time: 2-3 days in Kathmandu.",Laptop DEF ko warranty kati din ko cha?,"Hajur, Laptop DEF ko warranty 1 year ko cha. Extended warranty NPR 1,000 tirera garna sakincha."
RAG,"Product Name: Smartwatch GHI, Reviews: 4.5/5 stars (Based on 1,200 reviews). Positive Feedback: Great quality, long-lasting. Negative Feedback: Slightly expensive. Competitor Comparison: Better than Smartwatch JKL in terms of durability. Usage Tip: Clean regularly for better performance. Warranty: 1 year. Delivery Time: 1-2 days in Kathmandu.",Smartwatch GHI ko review k k cha?,"Smartwatch GHI ko review 4.5/5 stars cha (1,200 reviews anusar). Dherai le ramro quality ra durability ko barema ramro bhaneko cha."
RAG,"Product Name: Wireless Earbuds MNO, Color Options: Black, White, Blue. Popularity: Black is the most sold color. Competitor Comparison: Store D offers only Black and White. Usage Tip: Use a protective case to maintain color quality. Warranty: 1 year. Delivery Time: 1-2 days in Kathmandu.",Wireless Earbuds MNO ko color options k k cha?,"Wireless Earbuds MNO ko color options Black, White, ra Blue cha. Black sabai bhanda badi bikri hune color ho."
RAG,"Product Name: Backpack PQR, Size Options: Small, Medium, Large. Popularity: Medium is the most preferred size. Competitor Comparison: Store E offers only Small and Large. Usage Tip: Measure before purchasing for the best fit. Warranty: 1 year. Delivery Time: 1-2 days in Kathmandu.",Backpack PQR ko size options k k cha?,"Backpack PQR ko size options Small, Medium, ra Large cha. Medium sabai bhanda badi prefer gariyeko size ho."
RAG,"Product Name: Tablet STU, Delivery Time: Kathmandu Valley - 1-2 days, Outside Kathmandu - 3-5 days. Competitor Comparison: Store F offers same-day delivery in Kathmandu. Usage Tip: Track your order for real-time updates. Warranty: 1 year.",Tablet STU ko delivery time kati ho?,"Tablet STU ko delivery time Kathmandu bhitra 1-2 din, baira 3-5 din lagcha."
RAG,"Product Name: Camera VWX, Discount: 10% off with code SAVE10. Competitor Comparison: Store G offers 15% off but with limited stock. Usage Tip: Use discount codes during checkout for savings. Warranty: 1 year. Delivery Time: 1-2 days in Kathmandu.",Camera VWX ko discount cha ki nai?,"Hajur, Camera VWX ma 10% discount cha. Code: SAVE10 use garnuhos."
RAG,"Product Name: Printer YZA, Installation Guide: Available for download on the product page. Video Tutorial: Also available on YouTube. Competitor Comparison: Store H provides in-person installation support. Usage Tip: Follow the step-by-step guide for easy installation. Warranty: 1 year. Delivery Time: 1-2 days in Kathmandu.",Printer YZA ko installation guide available cha?,"Hajur, Printer YZA ko installation guide product page bata download garna sakincha. YouTube ma video tutorial pani upalabdh cha."
RAG,"Product Name: Monitor BCD, Weight: 1.5 kg. Competitor Comparison: Similar products weigh around 1.7 kg. Usage Tip: Use a carrying case for portability. Warranty: 1 year. Delivery Time: 1-2 days in Kathmandu.",Monitor BCD ko weight kati ho?,Monitor BCD ko weight 1.5 kg ho.
RAG,"Product Name: Keyboard EFG, Dimensions: 15cm x 10cm x 5cm. Competitor Comparison: Similar products have dimensions of 16cm x 11cm x 6cm. Usage Tip: Check the dimensions before purchasing to ensure it fits your space. Warranty: 1 year. Delivery Time: 1-2 days in Kathmandu.",Keyboard EFG ko dimensions k k cha?,Keyboard EFG ko dimensions 15cm x 10cm x 5cm cha.
RAG,"Product Name: Power Bank HIJ, Battery Life: 24 hours. Competitor Comparison: Similar products offer 20 hours of battery life. Usage Tip: Use power-saving mode to extend battery life. Warranty: 1 year. Delivery Time: 1-2 days in Kathmandu.",Power Bank HIJ ko battery life kati ho?,Power Bank HIJ ko battery life 24 hours ho.
RAG,"Product Name: Speaker KLM, Charging Time: 2 hours. Competitor Comparison: Similar products take 2.5 hours to charge. Usage Tip: Use the provided charger for optimal charging speed. Warranty: 1 year. Delivery Time: 1-2 days in Kathmandu.",Speaker KLM ko charging time kati ho?,Speaker KLM ko charging time 2 hours ho.
RAG,"Product Name: Headphones NOP, Material: Plastic and Metal. Competitor Comparison: Similar products use only plastic. Usage Tip: Clean with a soft cloth to avoid scratches. Warranty: 1 year. Delivery Time: 1-2 days in Kathmandu.",Headphones NOP ko material k ho?,Headphones NOP plastic ra metal ko banaeko cha.
RAG,"Product Name: Smartwatch QRS, Water-Resistant: Yes, IP67 rating. Competitor Comparison: Similar products have an IP65 rating. Usage Tip: Avoid submerging in water for long periods. Warranty: 1 year. Delivery Time: 1-2 days in Kathmandu.",Smartwatch QRS ko water-resistant ho?,"Hajur, Smartwatch QRS water-resistant ho. IP67 rating cha."
RAG,"Product Name: Laptop TUV, Warranty Claim: Contact customer care with receipt and warranty card. Competitor Comparison: Store I offers online warranty claims. Usage Tip: Keep the receipt and warranty card safe. Warranty: 1 year. Delivery Time: 1-2 days in Kathmandu.",Laptop TUV ko warranty claim garna sakchu?,"Hajur, Laptop TUV ko warranty claim garna receipt ra warranty card sanga customer care ma samparka garnuhos."
RAG,"Product Name: Printer WXY, Accessories: Charger, Earphones, User Manual. Competitor Comparison: Similar products include a carrying case. Usage Tip: Use the provided accessories for optimal performance. Warranty: 1 year. Delivery Time: 1-2 days in Kathmandu.",Printer WXY ko accessories k k cha?,"Printer WXY sanga charger, earphones, ra user manual auncha."
RAG,"Product Name: Monitor ZAB, Compatible Devices: Android, iOS, Windows. Competitor Comparison: Similar products are compatible only with Android and iOS. Usage Tip: Check compatibility before purchasing. Warranty: 1 year. Delivery Time: 1-2 days in Kathmandu.",Monitor ZAB ko compatible devices k k ho?,"Monitor ZAB Android, iOS, ra Windows devices sanga compatible cha."
RAG,"Product Name: Keyboard CDE, Replacement Policy: 14 days replacement for defective products. Competitor Comparison: Store J offers 30 days replacement. Usage Tip: Test the product immediately after delivery. Warranty: 1 year. Delivery Time: 1-2 days in Kathmandu.",Keyboard CDE ko replacement policy k ho?,"Hajur, Keyboard CDE ko replacement policy anusar defective products lai 14 days bhitra replace garna sakincha."
RAG,"Product Name: Smartphone Alpha, Stock: Available (Last Restocked: 2023-10-05), Price: NPR 30,000. Competitor Price: NPR 32,000 at Store X. Popularity: Top 5 best-selling smartphones in Nepal. Usage Tip: Use with a tempered glass screen protector for better durability. Warranty: 1 year. Delivery Time: 1-2 days in Kathmandu.",Smartphone Alpha ko stock ma cha?,"Hajur, Smartphone Alpha ahile stock ma cha. Tapailai yaslai aaja nai order garnu huncha?"
RAG,"Product Name: Wireless Earbuds Beta, Price: NPR 4,500. Discount: 15% off with code EARBUDS15. Competitor Price: NPR 5,000 at Store Y. Popularity: Over 2,000 units sold last month. Usage Tip: Use noise-cancellation mode for better audio quality. Warranty: 6 months. Delivery Time: 2-3 days in Kathmandu.",Wireless Earbuds Beta ko price kati ho?,"Wireless Earbuds Beta ko price NPR 4,500 ho. Ahile 15% discount pani cha, code EARBUDS15 use garnuhos."
RAG,"Product Name: Laptop Gamma, Specifications: 15.6-inch display, 512GB SSD, 16GB RAM, Intel i7 processor. Battery: 8 hours, Fast Charging: Yes. Competitor Comparison: Similar to Laptop Delta but with better storage. Usage Tip: Use a cooling pad for better performance. Warranty: 1 year. Delivery Time: 1-2 days in Kathmandu.",Laptop Gamma ko specifications k k cha?,"Laptop Gamma ko specifications yas prakar cha: 15.6-inch display, 512GB SSD, 16GB RAM, Intel i7 processor. Yo sanga 8 hours ko battery life ra fast charging feature pani cha."
RAG,"Product Name: Smartwatch Omega, Warranty: 2 years manufacturer warranty. Extended Warranty: Available for NPR 1,500. Competitor Warranty: 1 year at Store Z. Usage Tip: Register warranty online for faster claims. Delivery Time: 2-3 days in Kathmandu.",Smartwatch Omega ko warranty kati din ko cha?,"Hajur, Smartwatch Omega ko warranty 2 years ko cha. Extended warranty NPR 1,500 tirera garna sakincha."
RAG,"Product Name: Tablet Sigma, Reviews: 4.7/5 stars (Based on 1,500 reviews). Positive Feedback: Great display, long battery life. Negative Feedback: Slightly heavy. Competitor Comparison: Better than Tablet Theta in terms of display quality. Usage Tip: Use a stand for better viewing angles. Warranty: 1 year. Delivery Time: 1-2 days in Kathmandu.",Tablet Sigma ko review k k cha?,"Tablet Sigma ko review 4.7/5 stars cha (1,500 reviews anusar). Dherai le ramro display ra battery life ko barema ramro bhaneko cha."
RAG,"Product Name: Camera Zeta, Color Options: Black, Silver, Red. Popularity: Black is the most sold color. Competitor Comparison: Store W offers only Black and Silver. Usage Tip: Use a protective case to maintain color quality. Warranty: 1 year. Delivery Time: 1-2 days in Kathmandu.",Camera Zeta ko color options k k cha?,"Camera Zeta ko color options Black, Silver, ra Red cha. Black sabai bhanda badi bikri hune color ho."
RAG,"Product Name: Backpack Epsilon, Size Options: Small, Medium, Large. Popularity: Large is the most preferred size. Competitor Comparison: Store V offers only Small and Medium. Usage Tip: Measure before purchasing for the best fit. Warranty: 1 year. Delivery Time: 1-2 days in Kathmandu.",Backpack Epsilon ko size options k k cha?,"Backpack Epsilon ko size options Small, Medium, ra Large cha. Large sabai bhanda badi prefer gariyeko size ho."
RAG,"Product Name: Printer Theta, Delivery Time: Kathmandu Valley - 1-2 days, Outside Kathmandu - 3-5 days. Competitor Comparison: Store U offers same-day delivery in Kathmandu. Usage Tip: Track your order for real-time updates. Warranty: 1 year.",Printer Theta ko delivery time kati ho?,"Printer Theta ko delivery time Kathmandu bhitra 1-2 din, baira 3-5 din lagcha."
RAG,"Product Name: Monitor Iota, Discount: 12% off with code MONITOR12. Competitor Comparison: Store T offers 10% off but with limited stock. Usage Tip: Use discount codes during checkout for savings. Warranty: 1 year. Delivery Time: 1-2 days in Kathmandu.",Monitor Iota ko discount cha ki nai?,"Hajur, Monitor Iota ma 12% discount cha. Code: MONITOR12 use garnuhos."
RAG,"Product Name: Keyboard Kappa, Installation Guide: Available for download on the product page. Video Tutorial: Also available on YouTube. Competitor Comparison: Store S provides in-person installation support. Usage Tip: Follow the step-by-step guide for easy installation. Warranty: 1 year. Delivery Time: 1-2 days in Kathmandu.",Keyboard Kappa ko installation guide available cha?,"Hajur, Keyboard Kappa ko installation guide product page bata download garna sakincha. YouTube ma video tutorial pani upalabdh cha."
RAG,"Product Name: Speaker Lambda, Weight: 2.2 kg. Competitor Comparison: Similar products weigh around 2.5 kg. Usage Tip: Use a carrying case for portability. Warranty: 1 year. Delivery Time: 1-2 days in Kathmandu.",Speaker Lambda ko weight kati ho?,Speaker Lambda ko weight 2.2 kg ho.
RAG,"Product Name: Power Bank Mu, Dimensions: 10cm x 5cm x 2cm. Competitor Comparison: Similar products have dimensions of 11cm x 6cm x 3cm. Usage Tip: Check the dimensions before purchasing to ensure it fits your bag. Warranty: 1 year. Delivery Time: 1-2 days in Kathmandu.",Power Bank Mu ko dimensions k k cha?,Power Bank Mu ko dimensions 10cm x 5cm x 2cm cha.
RAG,"Product Name: Headphone Nu, Battery Life: 20 hours. Competitor Comparison: Similar products offer 18 hours of battery life. Usage Tip: Use power-saving mode to extend battery life. Warranty: 1 year. Delivery Time: 1-2 days in Kathmandu.",Headphone Nu ko battery life kati ho?,Headphone Nu ko battery life 20 hours ho.
RAG,"Product Name: Smartwatch Xi, Charging Time: 1.5 hours. Competitor Comparison: Similar products take 2 hours to charge. Usage Tip: Use the provided charger for optimal charging speed. Warranty: 1 year. Delivery Time: 1-2 days in Kathmandu.",Smartwatch Xi ko charging time kati ho?,Smartwatch Xi ko charging time 1.5 hours ho.
RAG,"Product Name: Laptop Omicron, Material: Aluminum and Plastic. Competitor Comparison: Similar products use only plastic. Usage Tip: Clean with a microfiber cloth to avoid scratches. Warranty: 1 year. Delivery Time: 1-2 days in Kathmandu.",Laptop Omicron ko material k ho?,Laptop Omicron aluminum ra plastic ko banaeko cha.
RAG,"Product Name: Tablet Pi, Water-Resistant: Yes, IP68 rating. Competitor Comparison: Similar products have an IP67 rating. Usage Tip: Avoid submerging in water for long periods. Warranty: 1 year. Delivery Time: 1-2 days in Kathmandu.",Tablet Pi ko water-resistant ho?,"Hajur, Tablet Pi water-resistant ho. IP68 rating cha."
RAG,"Product Name: Printer Rho, Warranty Claim: Contact customer care with receipt and warranty card. Competitor Comparison: Store R offers online warranty claims. Usage Tip: Keep the receipt and warranty card safe. Warranty: 1 year. Delivery Time: 1-2 days in Kathmandu.",Printer Rho ko warranty claim garna sakchu?,"Hajur, Printer Rho ko warranty claim garna receipt ra warranty card sanga customer care ma samparka garnuhos."
RAG,"Product Name: Monitor Sigma, Accessories: HDMI Cable, Power Adapter, User Manual. Competitor Comparison: Similar products include a VGA cable. Usage Tip: Use the provided accessories for optimal performance. Warranty: 1 year. Delivery Time: 1-2 days in Kathmandu.",Monitor Sigma ko accessories k k cha?,"Monitor Sigma sanga HDMI cable, power adapter, ra user manual auncha."
RAG,"Product Name: Keyboard Tau, Compatible Devices: Windows, macOS, Linux. Competitor Comparison: Similar products are compatible only with Windows and macOS. Usage Tip: Check compatibility before purchasing. Warranty: 1 year. Delivery Time: 1-2 days in Kathmandu.",Keyboard Tau ko compatible devices k k ho?,"Keyboard Tau Windows, macOS, ra Linux devices sanga compatible cha."
RAG,"Product Name: Speaker Upsilon, Replacement Policy: 14 days replacement for defective products. Competitor Comparison: Store Q offers 30 days replacement. Usage Tip: Test the product immediately after delivery. Warranty: 1 year. Delivery Time: 1-2 days in Kathmandu.",Speaker Upsilon ko replacement policy k ho?,"Hajur, Speaker Upsilon ko replacement policy anusar defective products lai 14 days bhitra replace garna sakincha."
RAG,"Product Name: Smartphone Delta, Stock: Available (Last Restocked: 2023-10-10), Price: NPR 28,000. Competitor Price: NPR 30,000 at Store X. Popularity: Top 3 best-selling smartphones in Nepal. Usage Tip: Use with a tempered glass screen protector for better durability. Warranty: 1 year. Delivery Time: 1-2 days in Kathmandu.",Smartphone Delta ko stock ma cha?,"Hajur, Smartphone Delta ahile stock ma cha. Tapailai yaslai aaja nai order garnu huncha?"
RAG,"Product Name: Wireless Earbuds Epsilon, Price: NPR 3,800. Discount: 20% off with code EARBUDS20. Competitor Price: NPR 4,200 at Store Y. Popularity: Over 1,500 units sold last month. Usage Tip: Use noise-cancellation mode for better audio quality. Warranty: 6 months. Delivery Time: 2-3 days in Kathmandu.",Wireless Earbuds Epsilon ko price kati ho?,"Wireless Earbuds Epsilon ko price NPR 3,800 ho. Ahile 20% discount pani cha, code EARBUDS20 use garnuhos."
RAG,"Product Name: Laptop Zeta, Specifications: 14-inch display, 1TB SSD, 8GB RAM, AMD Ryzen 5 processor. Battery: 10 hours, Fast Charging: Yes. Competitor Comparison: Similar to Laptop Eta but with better storage. Usage Tip: Use a cooling pad for better performance. Warranty: 1 year. Delivery Time: 1-2 days in Kathmandu.",Laptop Zeta ko specifications k k cha?,"Laptop Zeta ko specifications yas prakar cha: 14-inch display, 1TB SSD, 8GB RAM, AMD Ryzen 5 processor. Yo sanga 10 hours ko battery life ra fast charging feature pani cha."
RAG,"Product Name: Smartwatch Theta, Warranty: 2 years manufacturer warranty. Extended Warranty: Available for NPR 2,000. Competitor Warranty: 1 year at Store Z. Usage Tip: Register warranty online for faster claims. Delivery Time: 2-3 days in Kathmandu.",Smartwatch Theta ko warranty kati din ko cha?,"Hajur, Smartwatch Theta ko warranty 2 years ko cha. Extended warranty NPR 2,000 tirera garna sakincha."
RAG,"Product Name: Tablet Iota, Reviews: 4.6/5 stars (Based on 1,800 reviews). Positive Feedback: Great display, long battery life. Negative Feedback: Slightly heavy. Competitor Comparison: Better than Tablet Kappa in terms of display quality. Usage Tip: Use a stand for better viewing angles. Warranty: 1 year. Delivery Time: 1-2 days in Kathmandu.",Tablet Iota ko review k k cha?,"Tablet Iota ko review 4.6/5 stars cha (1,800 reviews anusar). Dherai le ramro display ra battery life ko barema ramro bhaneko cha."
RAG,"Product Name: Camera Kappa, Color Options: Black, Silver, Blue. Popularity: Black is the most sold color. Competitor Comparison: Store W offers only Black and Silver. Usage Tip: Use a protective case to maintain color quality. Warranty: 1 year. Delivery Time: 1-2 days in Kathmandu.",Camera Kappa ko color options k k cha?,"Camera Kappa ko color options Black, Silver, ra Blue cha. Black sabai bhanda badi bikri hune color ho."
RAG,"Product Name: Backpack Lambda, Size Options: Small, Medium, Large. Popularity: Large is the most preferred size. Competitor Comparison: Store V offers only Small and Medium. Usage Tip: Measure before purchasing for the best fit. Warranty: 1 year. Delivery Time: 1-2 days in Kathmandu.",Backpack Lambda ko size options k k cha?,"Backpack Lambda ko size options Small, Medium, ra Large cha. Large sabai bhanda badi prefer gariyeko size ho."
RAG,"Product Name: Printer Mu, Delivery Time: Kathmandu Valley - 1-2 days, Outside Kathmandu - 3-5 days. Competitor Comparison: Store U offers same-day delivery in Kathmandu. Usage Tip: Track your order for real-time updates. Warranty: 1 year.",Printer Mu ko delivery time kati ho?,"Printer Mu ko delivery time Kathmandu bhitra 1-2 din, baira 3-5 din lagcha."
RAG,"Product Name: Monitor Nu, Discount: 15% off with code MONITOR15. Competitor Comparison: Store T offers 10% off but with limited stock. Usage Tip: Use discount codes during checkout for savings. Warranty: 1 year. Delivery Time: 1-2 days in Kathmandu.",Monitor Nu ko discount cha ki nai?,"Hajur, Monitor Nu ma 15% discount cha. Code: MONITOR15 use garnuhos."
RAG,"Product Name: Keyboard Xi, Installation Guide: Available for download on the product page. Video Tutorial: Also available on YouTube. Competitor Comparison: Store S provides in-person installation support. Usage Tip: Follow the step-by-step guide for easy installation. Warranty: 1 year. Delivery Time: 1-2 days in Kathmandu.",Keyboard Xi ko installation guide available cha?,"Hajur, Keyboard Xi ko installation guide product page bata download garna sakincha. YouTube ma video tutorial pani upalabdh cha."
RAG,"Product Name: Speaker Omicron, Weight: 2.5 kg. Competitor Comparison: Similar products weigh around 2.8 kg. Usage Tip: Use a carrying case for portability. Warranty: 1 year. Delivery Time: 1-2 days in Kathmandu.",Speaker Omicron ko weight kati ho?,Speaker Omicron ko weight 2.5 kg ho.
RAG,"Product Name: Power Bank Pi, Dimensions: 12cm x 6cm x 3cm. Competitor Comparison: Similar products have dimensions of 13cm x 7cm x 4cm. Usage Tip: Check the dimensions before purchasing to ensure it fits your bag. Warranty: 1 year. Delivery Time: 1-2 days in Kathmandu.",Power Bank Pi ko dimensions k k cha?,Power Bank Pi ko dimensions 12cm x 6cm x 3cm cha.
RAG,"Product Name: Headphone Rho, Battery Life: 18 hours. Competitor Comparison: Similar products offer 16 hours of battery life. Usage Tip: Use power-saving mode to extend battery life. Warranty: 1 year. Delivery Time: 1-2 days in Kathmandu.",Headphone Rho ko battery life kati ho?,Headphone Rho ko battery life 18 hours ho.
