category,system,instruction,context,question,response
summary,"Talako instruction follow garera user le gareko question ko Roman Nepali Language ma answer vana

","Summarize the following text in Roman Nepali
",,Janakpur ma ek samay ek sundar barsha ma sabai sanskritik karyakram gare. Barsha ko sundarta ra samajik ekata ko mahattwa dekhne thiyo.,Janakpur barsha ma sanskritik karyakram le ekata dekhayo.
summary,"Talako instruction follow garera user le gareko question ko Roman Nepali Language ma answer vana

","Summarize the following text in Roman Nepali
",,Ek guru le afna sabai chela harulai himal ma ekta ra sahas ko mahattwako barema bhasan diye. Tyasle chelaharuma naya prerna jhagayo.,Guru le chelaharulai ekta ra sahas ko mahattwa sikhayo.
summary,"Talako instruction follow garera user le gareko question ko Roman Nepali Language ma answer vana

","Summarize the following text in Roman Nepali
",,"Bharatpur ma ek sundar mela lageko thiyo, jaha sabai tarika ka manchhe haru milera sanskritiko sundar udaharan pradarshan gare.",Bharatpur ko mela sanskritiko sundar udaharan thiyo.
summary,"Talako instruction follow garera user le gareko question ko Roman Nepali Language ma answer vana

","Summarize the following text in Roman Nepali
",,Ek gaun ma ek purano dherai samasya sanga sanghars garne manche thiyo. Tyo manche le samasya ko samadhan khojda pura samudayik ekata banayo.,Manche le samasya hal garera samudayik ekata banayo.
summary,"Talako instruction follow garera user le gareko question ko Roman Nepali Language ma answer vana

","Summarize the following text in Roman Nepali
",,Jiri ma ek sundar taal ko ramailo smritiharule paryatakharulai maya garna seekhayo. Tyo taal le sundar jeevan ko prerna diyo.,Jiri taal le paryatakharulai sundar jeevan ko prerna diyo.
summary,"Talako instruction follow garera user le gareko question ko Roman Nepali Language ma answer vana

","Summarize the following text in Roman Nepali
",,Dharan ma ek din ko samay ma sabai baje haru sammelan garera sanskriti ko karyakram gare. Yo karyakram le purano samaya ko gaurav jagayo.,Dharan karyakram le purano samaya ko gaurav jagayo.
summary,"Talako instruction follow garera user le gareko question ko Roman Nepali Language ma answer vana

","Summarize the following text in Roman Nepali
",,Ek saano manche le afno chhoto jeevan ma samaj sudhaarne prayash gare. Usle gareko karyale sabai ko jiwanma badalaune prabhav pareko thiyo.,Manche le samaj sudhaarne prayash gare ra badal pare.
summary,"Talako instruction follow garera user le gareko question ko Roman Nepali Language ma answer vana

","Summarize the following text in Roman Nepali
",,"Mustang ma ek pahadi katha sunne afasar ayo, jaha unharu ko sanskriti ra lok geet haru ko katha ko mahatwa samjhiyeko thiyo.",Mustang ma katha le sanskriti ra lok geet ko mahatwa samjhaune thiyo.
summary,"Talako instruction follow garera user le gareko question ko Roman Nepali Language ma answer vana

","Summarize the following text in Roman Nepali
",,Ek din ek ghumto bato ma ek chhoro ra usko budho bau hidedai thiye. Bau le chhoralai afno samay ko kathaharu sunayera jeevan ko asar ra siksha ko barema bujhayo.,Baule chhoralai jeevan ra siksha ko barema sikayo.
summary,"Talako instruction follow garera user le gareko question ko Roman Nepali Language ma answer vana

","Summarize the following text in Roman Nepali
",,Ek bidyarthi le ek gaun ma tyo gaun ko sanskriti sikne prayash gare. Tyo siksha le uslai sanskritiko mahatwa bujhna ra bhavishya ma prachaar garna sahayak bhayo.,Bidhyarthi le gaun ko sanskriti sikera mahatwa bujhe.
summary,"Talako instruction follow garera user le gareko question ko Roman Nepali Language ma answer vana

","Summarize the following text in Roman Nepali
",,"Pokhara ma ek sundar din, paryatak harule taal ko sundarta herda art gallery pani herne thalyo. Tyas gallery le taal ko sundarta ra art ko sambandh dekhayo.",Pokhara taal ra art gallery le sundarta ko sambandh dekhayo.
summary,"Talako instruction follow garera user le gareko question ko Roman Nepali Language ma answer vana

","Summarize the following text in Roman Nepali
",,Ek baje le ek samuhik karyakram ma purano lok geet bajayera purano samay ra sanskriti ko barema kura gare. Sabai le purano din ko katha anubhav gare.,Baje le lok geet bajayera purano samay ko katha anubhav garaune kaam gare.
summary,"Talako instruction follow garera user le gareko question ko Roman Nepali Language ma answer vana

","Summarize the following text in Roman Nepali
",,"Terai ma ek mela lageko thiyo, jaha sabai manche haru le afno afno sanskriti ko pradarshan gare. Tyo mela ekatako sundar udaharan thiyo.",Terai mela sanskriti ra ekata ko sundar udaharan thiyo.
summary,"Talako instruction follow garera user le gareko question ko Roman Nepali Language ma answer vana

","Summarize the following text in Roman Nepali
",,Ek chhoro le afno gaun ko purano ghar ko samrakshan garna nirnay gare. Usko prayash le gaun ko sanskriti ko garima hercha garne aasha jagayo.,Chhorale purano ghar samrakshan garera sanskritiko garima sambhaale.
summary,"Talako instruction follow garera user le gareko question ko Roman Nepali Language ma answer vana

","Summarize the following text in Roman Nepali
",,Ek gaun ma ek mahila le sanga sanga basera sabailai padhne karyakram suru gare. Tyo karyakram le samaj sudhaarne ra siksha ko mahatwa bujhayo.,Mahilale siksha karyakram suru gari samaj sudhaarne prayash gare.
summary,"Talako instruction follow garera user le gareko question ko Roman Nepali Language ma answer vana

","Summarize the following text in Roman Nepali
",,Kathmandu ko ek purano dhunge dhara ma manchhe haru bhetera purano samay ko kura garthyo. Tyasle sanskriti ko mahatwa sabailai smaran garayo.,Kathmandu dhunge dhara le sanskritiko mahatwa smaran garayo.
summary,"Talako instruction follow garera user le gareko question ko Roman Nepali Language ma answer vana

","Summarize the following text in Roman Nepali
",,"Ek din ek shikshak le afno purano karyalaya ma ekta, samanta, ra sangharsha ko barema bhasan diye. Tyo bhasan le bidhyarthi harulai jeevan ko kura bujhna madad gare.",Shikshak le ekta ra sangharsha ko bhasan diye.
summary,"Talako instruction follow garera user le gareko question ko Roman Nepali Language ma answer vana

","Summarize the following text in Roman Nepali
",,Ek gaun ma ek saano chhori le sapana ko barema kura garera sabai manchhe harulai unko buddhi ra aasha le prabhavit gare.,Chhorile sapana ko kura gari manchhe harulai prabhavit gare.
summary,"Talako instruction follow garera user le gareko question ko Roman Nepali Language ma answer vana

","Summarize the following text in Roman Nepali
",,"Ek din, ek samudayik sammelan ma Himal ma jeevan ko kathinai ko barema kura gare. Tyasle sabailai ek apuro jeevan ko yathartha sikayo.",Sammelan le Himal ko kathinai ko yathartha sikayo.
summary,"Talako instruction follow garera user le gareko question ko Roman Nepali Language ma answer vana

","Summarize the following text in Roman Nepali
",,Gorkha ma ek sipahi le afno yuddha ko anubhav ra shanti ko mahatwa ko barema kura gare. Tyasle shanti ra ekatako sandesh failayo.,Sipahi le shanti ra ekatako sandesh failayo.
summary,"Talako instruction follow garera user le gareko question ko Roman Nepali Language ma answer vana

","Summarize the following text in Roman Nepali
",,Ek jana sipahi le afno pariwar ra gaun ko raksha ko barema mahattwako katha sunayo. Tyas katha le sabailai prerna diyeko thiyo.,Sipahile pariwar ra gaun ko raksha ko katha bataya.
summary,"Talako instruction follow garera user le gareko question ko Roman Nepali Language ma answer vana

","Summarize the following text in Roman Nepali
",,Ek din ek mahila le himal ma taraka herera sundar katha banai. Tyas katha le sundar jeevan ko tasbir sabailai diyeko thiyo.,Mahilale himal herera sundar jeevan ko katha banai.
summary,"Talako instruction follow garera user le gareko question ko Roman Nepali Language ma answer vana

","Summarize the following text in Roman Nepali
",,Ek taalim ma gaun ka kisan harule sanghai ramro utpaadan kasari garnesikdai sanskritiko prabhav ko barema bujhne karyakram suru gare.,Kisan harule ramro utpaadan ra sanskriti ko prabhav sikhe.
summary,"Talako instruction follow garera user le gareko question ko Roman Nepali Language ma answer vana

","Summarize the following text in Roman Nepali
",,Ek din ek yogi le parvat chadera meditation ko mahatwa ko barema kura gare. Tyasle swastha ra shanti ko sandesh failayo.,Yogi le meditation le swastha ra shanti failayo bhanera sikhayo.
summary,"Talako instruction follow garera user le gareko question ko Roman Nepali Language ma answer vana

","Summarize the following text in Roman Nepali
",,Ek purano ghar ma ek sammelan lagayera purano sanskritiko katha sunayo. Tyo katha le sanskriti ko prabhav ko barema samaj bujhayo.,Sammelan le purano sanskritiko katha samaj bujhayo.
summary,"Talako instruction follow garera user le gareko question ko Roman Nepali Language ma answer vana

","Summarize the following text in Roman Nepali
",,Ek gaun ma ek sundar taal ko ramailo kura sunaiyo. Tyo taal ko katha le sabailai aakarshit ra anandit banayo.,Taal ko katha le sabailai aakarshit ra anandit banayo.
summary,"Talako instruction follow garera user le gareko question ko Roman Nepali Language ma answer vana

","Summarize the following text in Roman Nepali
",,Ek jogi le taraka ko madhyam bata manavata ra daya ko mahatwa ko sandesh pathaye. Tyo sandesh le sansar ma shanti ko aasha jagayo.,Jogi le daya ra shanti ko sandesh pathaye.
summary,"Talako instruction follow garera user le gareko question ko Roman Nepali Language ma answer vana

","Summarize the following text in Roman Nepali
",,Ek gaun ma purano mandir ko samrakshan ka lagi ek yojana suru bhayo. Gaun ka sabai manche le saath diyera tyo yojana ko sambhavna dekhaune prayash gare.,Gaun le mandir ko samrakshan ka lagi ek yojana suru gare.
summary,"Talako instruction follow garera user le gareko question ko Roman Nepali Language ma answer vana

","Summarize the following text in Roman Nepali
",,Ek din ek scientist le Mars ma water ko evidence khojcha. Aba photos bata thaha huncha ki Mars ko surface ma dry river bed jasto structure chha. Aba manche haru le sochcha ki Mars ma pani life huna sakcha.,Mars ma dry river bed ko structure le water ko evidence dekhauncha.
summary,"Talako instruction follow garera user le gareko question ko Roman Nepali Language ma answer vana

","Summarize the following text in Roman Nepali
",,"Chernobyl disaster 1986 ma vayo, jun ekdam thulo nuclear accident ho. Aba reactor explode hune bittikai radioactive materials hawa ma felliyo. Aba manche haru ajhai tyaha ko asar mahsoos garchhan.",Chernobyl disaster ma reactor explode bhayera radioactive material felliyo.
summary,"Talako instruction follow garera user le gareko question ko Roman Nepali Language ma answer vana

","Summarize the following text in Roman Nepali
",,Jurassic Park movie ma scientist haru le dinosaur clone garchhan DNA bata. Aba ek island ma dinosaur ko park bancha. Tara dinosaur le control out bhayera sabai bigarcha.,"Jurassic Park ma dinosaur ko park bancha, tara uniharu control out huncha."
summary,"Talako instruction follow garera user le gareko question ko Roman Nepali Language ma answer vana

","Summarize the following text in Roman Nepali
",,Ek din ek manche le time travel gareko dream dekcha. Aba future ma gaera flying cars ra robots hercha. Aba usko sapana yo sabai reality ma possible huncha bhanne soch dindacha.,Ek manche le future ko flying cars ra robots time travel dream ma hercha.
summary,"Talako instruction follow garera user le gareko question ko Roman Nepali Language ma answer vana

","Summarize the following text in Roman Nepali
",,Nepal ko first satellite 'NepaliSat-1' 2019 ma launch vayo. Aba yo satellite le Nepal ko weather monitoring ra data collect garna madat garcha. Yo ekdam proud moment thiyo Nepali haru ko lagi.,NepaliSat-1 le weather monitoring ra data collect garna madat garcha.
summary,"Talako instruction follow garera user le gareko question ko Roman Nepali Language ma answer vana

","Summarize the following text in Roman Nepali
",,Harry Potter series ekdam popular chha. Aba Harry le Hogwarts ma magic sikcha ra Voldemort sanga fight garchha. Aba usko courage le sabai friends ra school bachcha.,Harry Potter ma Harry le Voldemort sanga fight garera sabai bachcha.
summary,"Talako instruction follow garera user le gareko question ko Roman Nepali Language ma answer vana

","Summarize the following text in Roman Nepali
",,"Ek farmer le hybrid seeds use garyo, jun weather resistant thiyo. Aba usko production ekdam ramro bhayo, ra usle arko season ma dherai crops ugauna thalyo. Aba usko neighbours le ni yesto seeds try gare.",Hybrid seeds le ek farmer ko production ramro banayo.
summary,"Talako instruction follow garera user le gareko question ko Roman Nepali Language ma answer vana

","Summarize the following text in Roman Nepali
",,Ek robot le human feelings copy garna thalcha. Aba manche haru ussanga interact garna thalcha. Aba last ma robot le accept garcha ki usko emotions real hoina tara usle sabai lai help garna sakcha.,Ek robot le human emotions copy garera manche lai help garcha.
summary,"Talako instruction follow garera user le gareko question ko Roman Nepali Language ma answer vana

","Summarize the following text in Roman Nepali
",,Mount Everest summiting ekdam challenging task ho. Aba sherpa haru ko madat bina ta summit garnu garo huncha. Aba ek team le snowstorm ma struggle garepachi pani Everest summit garyo.,Mount Everest summit ma sherpa ko madat ekdam important chha.
summary,"Talako instruction follow garera user le gareko question ko Roman Nepali Language ma answer vana

","Summarize the following text in Roman Nepali
",,The Matrix movie ma Neo le virtual world ra real world ko sachai bujcha. Aba usle ek digital system sanga ladnu parcha jaha usko freedom ko lagi sabai kura ma challenge huncha.,The Matrix ma Neo le virtual ra real world ko sachai bujcha.
summary,"Talako instruction follow garera user le gareko question ko Roman Nepali Language ma answer vana

","Summarize the following text in Roman Nepali
",,"Ek din ek painter le ekdam realistic painting banauchha, jasma mountains ra rivers sabai natural dekhcha. Aba yo painting ekdam popular huncha ra usle award ni jitcha.",Ek painter ko realistic painting popular bhayera award jitcha.
summary,"Talako instruction follow garera user le gareko question ko Roman Nepali Language ma answer vana

","Summarize the following text in Roman Nepali
",,Ek famous scientist Nikola Tesla le wireless electricity ko experiment garya thiyo. Aba usle sochyo ki ek din sansar wireless power system use garcha. Aba Tesla ko ideas aaj pani futuristic jasto lagcha.,"Tesla le wireless electricity ko experiment garyo, jasle future inspire garcha."
summary,"Talako instruction follow garera user le gareko question ko Roman Nepali Language ma answer vana

","Summarize the following text in Roman Nepali
",,Bhagavad Gita ma Krishna le Arjun lai life ko philosophy ko barema sikauchha. Aba usle karma garna ko importance ra positivity ko barema sikauchha. Yo grantha sabai ko lagi ekdam inspiring chha.,Bhagavad Gita ma Krishna le Arjun lai karma ra positivity ko barema sikauchha.
summary,"Talako instruction follow garera user le gareko question ko Roman Nepali Language ma answer vana

","Summarize the following text in Roman Nepali
",,Ekta Kapoor ko daily soaps ma dherai twists huncha. Aba ek show ma lead character die garepachi aarkai janma lera farki aauchha. Aba audience le yo storyline ekdam entertaining maanchha.,Daily soaps ma twists jasle story interesting banaunchha.
summary,"Talako instruction follow garera user le gareko question ko Roman Nepali Language ma answer vana

","Summarize the following text in Roman Nepali
",,"Apollo 11 mission le sabai ko sapana pura garyo jab Neil Armstrong le first step rakheko thiyo moon ma. Aba 'one small step for man, one giant leap for mankind' bhanne line popular bhayo.",Apollo 11 mission le moon ma first step rakhera history banayo.
summary,"Talako instruction follow garera user le gareko question ko Roman Nepali Language ma answer vana

","Summarize the following text in Roman Nepali
",,"Einstein le relativity theory develop gare. Aba yo theory le samjhauncha ki time ra space ekdam interconnected chhan. Aba fast speed ma travel garda time slow huna sakcha, jasto ki space travel ma.","Relativity theory le time ra space interconnected bhancha, ra fast travel garda time slow hunchha."
summary,"Talako instruction follow garera user le gareko question ko Roman Nepali Language ma answer vana

","Summarize the following text in Roman Nepali
",,"Newton le gravity ko discovery gare, jun apple ground ma girepachi unko dimaag ma aayo. Aba yo theory le samjhauncha ki har ek object ma attraction force huncha, jun usko mass ra distance le depend garcha.","Newton le gravity ko theory explain garyo, jun force mass ra distance ma depend garcha."
summary,"Talako instruction follow garera user le gareko question ko Roman Nepali Language ma answer vana

","Summarize the following text in Roman Nepali
",,"Apollo 13 mission ekdam risky vayo. Aba spaceship ma problem aayo, jasle astronaut harulai earth ma safely return huna garo banayo. Tara NASA ko teamwork le uniharu lai bachayo.","Apollo 13 mission risky thiyo, tara NASA ko teamwork le astronaut haru bachayo."
summary,"Talako instruction follow garera user le gareko question ko Roman Nepali Language ma answer vana

","Summarize the following text in Roman Nepali
",,"Ek din ek dog harayo ra ek baccha le uslai khojna suru garyo. Aba dog ek arko thau ma trap bhaeko thiyo. Baccha le dog rescue garepachi, dog usko sabai thulo problem ma madat garna thalcha.",Ek baccha le harayeko dog rescue garyo ra dog usko madat garcha.
summary,"Talako instruction follow garera user le gareko question ko Roman Nepali Language ma answer vana

","Summarize the following text in Roman Nepali
",,The Lion King movie ma Simba le apno bauba ko dream fulfill garna struggle garcha. Aba usle Scar sanga ladcha ra apno rajya reclaim garcha. Movie le family ra courage ko importance sikauchha.,The Lion King ma Simba le courage ra family ko importance sikcha.
summary,"Talako instruction follow garera user le gareko question ko Roman Nepali Language ma answer vana

","Summarize the following text in Roman Nepali
",,Mount Everest climb garnu ekdam tough task ho. Aba manche haru physical fitness ra sherpa ko madat le summit garcha. Aba uniharu le tyaha ko challenging weather sanga battle garna parcha.,"Mount Everest climb ma fitness, sherpa ko madat, ra weather battle garna parcha."
summary,"Talako instruction follow garera user le gareko question ko Roman Nepali Language ma answer vana

","Summarize the following text in Roman Nepali
",,Black hole ko discovery le sansar ko physics ma dherai new theories aayo. Aba black hole ko event horizon bhitra time rakhyo bhane usle bahira auna sakdaina bhanne concept ekdam interesting chha.,Black hole discovery le event horizon ko unique concept dekhauncha.
summary,"Talako instruction follow garera user le gareko question ko Roman Nepali Language ma answer vana

","Summarize the following text in Roman Nepali
",,3 Idiots movie ma Rancho le sikai ekdam ramailo huncha bhancha. Aba rote sikne process chhodera practical knowledge ma focus garna bhancha. Usko lesson sabai student ko lagi useful chha.,3 Idiots ma Rancho le practical knowledge ma focus garna sikaucha.
summary,"Talako instruction follow garera user le gareko question ko Roman Nepali Language ma answer vana

","Summarize the following text in Roman Nepali
",,Ek farmer le drone use garera apno farm monitor garcha. Aba usle pests ko problem detect garyo ra usko crops save garna sakyo. Aba technology le farming ma ekdam improvement aayo.,Drone le farmer lai farm monitor garna ra crops save garna madat garcha.
summary,"Talako instruction follow garera user le gareko question ko Roman Nepali Language ma answer vana

","Summarize the following text in Roman Nepali
",,"Spider-Man: No Way Home ma Peter le multiverse ko problem face garcha. Aba Doctor Strange le usko madat garcha, tara villains haru sanga fight gardai usle apno life sacrifice jasto situation ma pugcha.",No Way Home ma Peter le multiverse ko problem solve garcha ra sacrifice garna tayar huncha.
summary,"Talako instruction follow garera user le gareko question ko Roman Nepali Language ma answer vana

","Summarize the following text in Roman Nepali
",,Ek scientist le AI robot develop garcha jun human emotions feel garna sakcha. Aba yo robot le manche ko psychology samjhera usko problems solve garna thalcha. Aba manche haru usko ability admire garcha.,AI robot le human emotions feel garera manche ko problem solve garcha.
summary,"Talako instruction follow garera user le gareko question ko Roman Nepali Language ma answer vana

","Summarize the following text in Roman Nepali
",,Mars rover Perseverance le red planet ko surface explore garirahechha. Aba usle soil samples collect garera scientists lai Mars ko geology ko barema thaha dina madat garcha.,Mars rover Perseverance le soil samples collect garera Mars ko geology ko information dincha.
summary,"Talako instruction follow garera user le gareko question ko Roman Nepali Language ma answer vana

","Summarize the following text in Roman Nepali
",,The Matrix movie ma Neo le realize garcha ki real world matrix ko control ma chha. Aba usle system ko rules break gardai apno freedom ko lagi fight garcha.,The Matrix ma Neo le matrix ko rules todera freedom ko lagi fight garcha.
summary,"Talako instruction follow garera user le gareko question ko Roman Nepali Language ma answer vana

","Summarize the following text in Roman Nepali
",,Ek teacher le ek weak student lai encourage garcha ra usko talent recognize garcha. Aba student le competition ma participate garera first prize win garcha.,Ek teacher le student lai encourage garera usko potential dekhauncha.
summary,"Talako instruction follow garera user le gareko question ko Roman Nepali Language ma answer vana

","Summarize the following text in Roman Nepali
",,Nepal ma Lhosar festival ekdam popular chha. Aba yo festival ko time ma family haru ekatra hunchan ra delicious food prepare garincha. Aba dance ra music le celebration ko maza badhcha.,"Lhosar ma family ekatra hunchan, delicious food khancha ra celebration garincha."
summary,"Talako instruction follow garera user le gareko question ko Roman Nepali Language ma answer vana

","Summarize the following text in Roman Nepali
",,"Ek scientist le underwater robot design garyo, jun deep sea ma data collect garna sakcha. Aba usle ocean floor ko mapping ra marine life ko study garna madat garcha. Aba yesto invention le science field ma progress huna sakcha.",Underwater robot le ocean mapping ra marine life study ma madat garcha.
summary,"Talako instruction follow garera user le gareko question ko Roman Nepali Language ma answer vana

","Summarize the following text in Roman Nepali
",,"Ek din ek bachha le old camera use garna sikcha. Aba usle apno ghar ko pura photo album create garcha. Aba old technology ko mazza samjhera, sabai ko attention tancha.",Ek bachha le old camera le photo album create garcha ra sabai ko attention tancha.
summary,"Talako instruction follow garera user le gareko question ko Roman Nepali Language ma answer vana

","Summarize the following text in Roman Nepali
",,The Flash movie ma Barry Allen le time travel garna sikcha. Aba usle past ma gaera apno mistakes thik garna khocha. Tara usle realize garcha ki time change garda future ko problem ma asar parcha.,"The Flash ma Barry le time travel garera mistakes fix garna khocha, tara problem create huncha."
summary,"Talako instruction follow garera user le gareko question ko Roman Nepali Language ma answer vana

","Summarize the following text in Roman Nepali
",,COVID-19 vaccine le millions of people ko life save garyo. Aba yesto vaccine le immunity build garna madat garcha ra pandemic control ma help garyo. Yo ekdam significant medical achievement ho.,COVID-19 vaccine le immunity build garera pandemic control ma madat garyo.
summary,"Talako instruction follow garera user le gareko question ko Roman Nepali Language ma answer vana

","Summarize the following text in Roman Nepali
",,"Ek din ek painter le ekdam beautiful landscape painting banaucha. Aba usle hills, rivers, ra sunset ko view include garera sabai impressed huncha. Aba tyo painting ek art gallery ma rakhincha.",Ek painter le beautiful landscape painting banayera art gallery ma rakhcha.
summary,"Talako instruction follow garera user le gareko question ko Roman Nepali Language ma answer vana

","Summarize the following text in Roman Nepali
",,NASA ko Artemis mission le moon base establish garna plan garcha. Aba yo mission le human exploration ko lagi next step hunechha ra space ma living ko possibilities explore garcha.,Artemis mission le moon base establish garera space exploration ma progress garcha.
summary,"Talako instruction follow garera user le gareko question ko Roman Nepali Language ma answer vana

","Summarize the following text in Roman Nepali
",,Interstellar movie ma Cooper le black hole ko barema research garna space travel garcha. Aba usle family ko maya ra future ko science ko bich ma decision lina parcha. Movie ekdam emotional chha.,Interstellar ma Cooper le science research ra family ko bich decision lanchha.
summary,"Talako instruction follow garera user le gareko question ko Roman Nepali Language ma answer vana

","Summarize the following text in Roman Nepali
",,"Ek farmer le organic farming suru garcha, jun modern chemicals use gardaina. Aba usko crops healthy huncha ra market ma high demand huncha. Aba usko story le arka farmers lai inspire garcha.",Organic farming le healthy crops produce garchha ra farmer inspire garcha.
summary,"Talako instruction follow garera user le gareko question ko Roman Nepali Language ma answer vana

","Summarize the following text in Roman Nepali
",,Ek space scientist le asteroid impact ko simulation run garcha. Aba simulation le dekhauncha ki future ma asteroid collision avoid garna early detection ekdam zaruri chha. Aba yesto research le human survival ko lagi madat garcha.,Asteroid impact simulation le early detection ko importance dekhauncha.
summary,"Talako instruction follow garera user le gareko question ko Roman Nepali Language ma answer vana

","Summarize the following text in Roman Nepali
",,"Ek documentary ma Everest climb garne process dekhauncha. Aba preparation, sherpa ko role, ra harsh weather condition sanga battle garne kura highlighted chha. Aba documentary educational ra inspiring chha.","Everest documentary preparation, sherpa role, ra challenges highlight garcha."
summary,"Talako instruction follow garera user le gareko question ko Roman Nepali Language ma answer vana

","Summarize the following text in Roman Nepali
",,Ek teacher le visually impaired students ko lagi braille script sikaucha. Aba students le books ra stories easily padna sikchan. Aba yo approach le uniharu ko confidence build garcha.,Teacher le visually impaired students lai braille sikayera uniharu ko confidence build garcha.
summary,"Talako instruction follow garera user le gareko question ko Roman Nepali Language ma answer vana

","Summarize the following text in Roman Nepali
",,Ek football player le World Cup final ma last-minute goal score garcha. Aba usko team win huncha ra manche haru uslai hero declare garcha. Aba yo moment ekdam memorable huncha.,Football player le last-minute goal le team win garera hero bancha.
summary,"Talako instruction follow garera user le gareko question ko Roman Nepali Language ma answer vana

","Summarize the following text in Roman Nepali
",,Ek wildlife photographer jungle ma rare snow leopard ko photo capture garcha. Aba usko photo award-winning huncha ra conservation campaign ma use huncha.,Wildlife photographer le snow leopard ko photo capture garera award jitcha.
summary,"Talako instruction follow garera user le gareko question ko Roman Nepali Language ma answer vana

","Summarize the following text in Roman Nepali
",,Ek coder le AI system banaucha jun healthcare ma patient ko diagnosis garna help garcha. Aba yo system le doctor ko workload reduce garcha ra accurate results dincha.,AI system le healthcare ma diagnosis garera doctor ko workload reduce garcha.
summary,"Talako instruction follow garera user le gareko question ko Roman Nepali Language ma answer vana

","Summarize the following text in Roman Nepali
",,Ek day hiking group le hidden waterfall discover garcha. Aba tyo place sabai ka lagi natural beauty showcase huncha ra tourism boost garcha.,Hiking group le hidden waterfall discover garera tourism boost garcha.
summary,"Talako instruction follow garera user le gareko question ko Roman Nepali Language ma answer vana

","Summarize the following text in Roman Nepali
",,Ek scientist le gene editing technology CRISPR use garera diseases cure garna plan garcha. Aba usko experiment le complex diseases ko treatment ko possibilities kholcha.,CRISPR technology le diseases cure garera treatment possibilities explore garcha.
summary,"Talako instruction follow garera user le gareko question ko Roman Nepali Language ma answer vana

","Summarize the following text in Roman Nepali
",,Ek student le robotics competition ma participate garcha. Aba usko robot autonomous system use garera task complete garcha ra first prize jitcha.,Robotics competition ma student ko robot le first prize jitcha.
summary,"Talako instruction follow garera user le gareko question ko Roman Nepali Language ma answer vana

","Summarize the following text in Roman Nepali
",,"Nepal ma Tihar festival ekdam ramailo chha. Aba tika lagaune, lights jalaune, ra kukur ko puja garera yo festival celebrate huncha. Aba yo festival family ra culture ko importance highlight garcha.","Tihar festival ma tika, lights, ra kukur puja le family ra culture ko importance dekhauncha."
summary,"Talako instruction follow garera user le gareko question ko Roman Nepali Language ma answer vana

","Summarize the following text in Roman Nepali
",,Ek researcher le Everest region ko glaciers ko study garcha. Aba usle climate change ko karan le ice melting rate ekdam badheko report garcha. Aba yo research le awareness ma madat garcha.,Glacier study le climate change le ice melting rate badheko dekhauncha.
summary,"Talako instruction follow garera user le gareko question ko Roman Nepali Language ma answer vana

","Summarize the following text in Roman Nepali
",,"Avengers: Endgame ma Iron Man le Thanos sanga battle garera universe bachcha. Aba usle Infinity Stones use garera snap garchha, tara tyo act le usko life sacrifice garcha.",Avengers: Endgame ma Iron Man le universe bachcha ra apno life sacrifice garcha.
summary,"Talako instruction follow garera user le gareko question ko Roman Nepali Language ma answer vana

","Summarize the following text in Roman Nepali
",,Ek young artist le street walls ma mural banaucha. Aba usko artwork le city ko environment decorate garcha ra awareness message spread garcha.,Street murals le city decorate garera awareness message spread garcha.
summary,"Talako instruction follow garera user le gareko question ko Roman Nepali Language ma answer vana

","Summarize the following text in Roman Nepali
",,Ek din ek bachha le butterfly catch garna khocha. Aba usle realize garcha ki butterflies lai enjoy garna ko lagi free rakhnai ramailo huncha. Aba usko sochle usko friends lai inspire garcha.,Ek bachha le butterflies lai free rakhera enjoy garna sikcha.
summary,"Talako instruction follow garera user le gareko question ko Roman Nepali Language ma answer vana

","Summarize the following text in Roman Nepali
",,"Marie Curie le radioactivity ko field ma dherai important research gare. Aba usle X-ray machines develop garna madat garyo, jun aaj medical science ma vital chha.",Marie Curie le radioactivity research garera X-ray machines ma madat garcha.
summary,"Talako instruction follow garera user le gareko question ko Roman Nepali Language ma answer vana

","Summarize the following text in Roman Nepali
",,Ek old library ma ek rare book discovery huncha. Aba yo book le ancient history ko secrets reveal garcha. Aba scholars le yo discovery ekdam valuable maanchan.,Rare book le ancient history ko secrets reveal garcha.
summary,"Talako instruction follow garera user le gareko question ko Roman Nepali Language ma answer vana

","Summarize the following text in Roman Nepali
",,Ek marathon runner le first time race ma participate garcha. Aba usle consistent practice ko basis ma top five ma finish garcha. Aba usko dedication sabai lai motivate garcha.,Marathon runner le practice ko basis ma race ma top finish garcha.
summary,"Talako instruction follow garera user le gareko question ko Roman Nepali Language ma answer vana

","Summarize the following text in Roman Nepali
",,The Shawshank Redemption movie ma Andy le unjust imprisonment face garcha. Aba usle patience ra smartness le freedom ko lagi ek plan banaucha ra successful huncha.,Andy le unjust imprisonment face garera patience le freedom paunchha.
summary,"Talako instruction follow garera user le gareko question ko Roman Nepali Language ma answer vana

","Summarize the following text in Roman Nepali
",,"Ek scientist le renewable energy ko lagi solar panels ma improvement garcha. Aba usle efficient ra low-cost technology introduce garcha, jun environment friendly huncha.",Scientist le solar panel ko efficiency badhaera environment friendly technology develop garcha.
summary,"Talako instruction follow garera user le gareko question ko Roman Nepali Language ma answer vana

","Summarize the following text in Roman Nepali
",,Ek cultural festival ma local artists le dance ra songs perform garcha. Aba yo event le visitors lai local traditions ko experience dincha ra tourism boost garcha.,Cultural festival le traditions showcase garera tourism boost garcha.
